RecordID,Title,Rating,Comment
532, Great,5,Great for small children that are just getting in to board games. Although would be better if the co
533, Cheap and fun,5,"An easy to play, colourful, entertaining children's game, for an affordable price. Very happy custom"
534, Xmas present,5,Supwr bright and looks good
535, Great seller,5,Great item
536, Nice and easy game,5,Fun game for a unicorn lover.Teach colour and easy to use for young one.
537, Lovely game but would be better if more picture tiles instead of the leaves,4,"Well-made and lovely drawings of the bugs. We enjoyed playing this game, however, it was confusing t"
538, Fun memory game!,5,"Got recommended this from a friend and my little boy absolutely loves playing it! Educational, fun a"
539, Great for kids,5,I bought these for my grandson and he loves them
540, Loved by the receiver,5,Kids love it
541, battery last forever,5,"battery life really lasts for a long time, weeks when not used often!only problem i had was when rea"
542, avid reader,5,very happy
543, more a question than a comment,5,"Very pleased with this productBut I want to buy a spare charging lead for it, and very confused by a"
544, Library in your pocket!,4,"Having owned a keyboard version from around 2011, I have ""upgraded"" to the basic 2022 model.My origi"
545, Easy to hold,5,Very easy to hold and to use. Just tap the screen left or right to flip back or forward. Screen is c
546, Nice and small,4,"Easy told hold, clear screen and able to be read in the dark , my 2nd kindle and this is far lighter"
547," Used to be great, now it's utter rubbish that you can't even turn off!!!",1,Hey Amazon when you made this why did you assume nobody would ever want to them off? What a stupid t
548, Kindle Easy Reading,5,"Very light to hold. Great clarity of screen. Facility to enlarge text, lighten and darken screen. Lo"
549, Love my new Kindle,5,So light and easy to use. Holds so many books. I can take it anywhere as it fits into my bag easily.
550, Kindle Paperwhite better,2,I should have read description better as I wouldn’t have bought the new Kindle and would rather have
551, a price performance product,5,no noise cancelling or no super sound quality but personally this is a good price-performance produc
552, Not impressed but good enough,3,I was expecting more sound quality wise but good enough. I like accentuated bass. And the ear pieces
553, Very good product,5,This earphones are the best I had.
554, Easy to Use,4,Brought these in a lightning sale as I needed some new ear buds for the gym. These earbuds come with
555, V Good for the price.,4,I bought these for use at the gym and didn't want to pay a fortune in case I didn't get on with them
556, Great earbuds but not suitable for use when lying down,3,"They fit quite well in my ears (which are quite small) without falling out and they are comfortable,"
557," A common problem, avoid!",1,After just 2 weeks the right bud will not charge; followed troubleshooting for both case and buds an
558, Great Value,5,Got these for £44 and they are great. They look good and fit very well with great sound for the pric
559, Just great,5,Best value buds on the market
560, Great quality,5,Happy with this purchase.
561, Good Quality,4,A good product that does all you require to do. Recipe book gives you lots of options to try out.
562, Ky kitchen assistant.,5,"Throw ingredients in and set dial, forget.Job done."
563, A Very Disappointing Purchase,1,"I bought one of these about 8 months ago and have used it on about 10 occasions, usually on low sett"
564, False advertising:,1,"This product is not 6.5ltrs as claimed, it is 6ltrs at best. Morphy Richards should be ashamed"
565, Cooking,5,Great for cooking different dinners
566, Fab,5,Love it to replace one that had the non stick coating which does not last like they say. This one is
567, Does what it says,4,Good size for family and bulk cooking.
568," Sold as 6.5 litre, yet only holds 4.5 litre filled to very brim!",1,"I ordered this as a replacement for my exact make & size 20 year old 1 . This looked way smaller, & "
569, Satisfactory,1,Not bad but wxpensive
570, Brilliant,5,"This was a great purchase and is one of the bigger slow cookers, it does exactly what it's meant to "
571, Good,5,Quality
572, Useless,1,Worked for a bit but then kept coming up with an error code and it would just stop mid cook.Arranged
573, Good cooking,5,Seems to everything very well. I like the link to the iPhone.
574, Five Stars!,5,What a great bit of kit this is. I’ve been using this for several months now. I can say that I have 
575, Works great,5,I have been using this product for all most 6 months. And it did not disappoint me. I am very happy 
576, good product,5,useful product and value for money
577, Not had to use oven since we got this,5,I was sceptical but this is a brilliant way of cooking love it
578, Healthy eating,5,Love it
579, Great Fryer,5,"Great Fryer, replacing my 10y old Philips, you definitely need to go for the XL, as I had to return "
580, Great Airfryer,5,While I love this Airfryer - it does the job and very well at that - it is difficult to use without 
581, Love this kettle,5,This kettle is perfect. I usually only boil one cup at a time so the fast boil feature is perfect fo
582, Great Christmas gift for the wife,5,Got this as an early Christmas present for the wife. She said she really would love one but now she'
583, Cup indicator failed,1,Cup indicator light failed
584, The quality,5,"This kettle is great, the thing I like about it is there's no steam from it when boiled and it does "
585, Ninja kettle,5,"As expected , this kettle is ninja 100% .I was pleasantly surprised when I switched it on for the fi"
586, Ninja,5,"I like this jug kettle , it heats the water perfectly. If your making tea or coffee. Or even a baby’"
587, Good brew,5,Amazing though a little noisy good size makes very hot tea. Worth the money if you like tea or coffe
588, Surprisingly Good,5,Having had a Cuisinart kettle for the past 8 years it was time to replace it. After much research I 
589, It gets very hot,5,It’s gets very hot makes the best cup of tea
590, Fantastic,5,Holds the temperature keeps clean performance is fantastic all of the above
591, Speed,4,Brilliant that the card comes in a cute tin.
592, Great Gift for Birthdays and Christmas,5,I buy this mostly for birthday and Christmas presents It's a great way to allow loved ones and frien
593, great product,3,great
594, GREAT IDEA,5,Birthday lady is well pleased with this novel idea.
595, Tinned gift card,5,"It does what it says on the tin! Ha, ha."
596, Great idea,5,"Excellent,what a surprise when my friend opened the tin,not expecting a Amazon voucher"
597, Present for Wife,5,Think my Wife will like it!
598, Amazon gift card holder tin,5,I bought this for my friend's birthday it arrived in the lovely tin with balloons design on it. So n
599, very good,5,very pretty box a way to send a gift card.
600, What a great present!,5,For the person who is very difficult to buy for these gift cards are such a great present. I buy and
601, Delivered a package that isn’t meant to be sold individually,1,"The product came, clearly taken from a multi-packet that says it shouldn’t be sold individually."
602, Expired film,1,"I paid retail price for film that produced maybe 1 ""usable"" image. All photos slightly discoloured, "
603, Awful Film!!,1,"As a photography enthusiast, I recently decided to try a pack of bad Polaroid film out of sheer curi"
604, Exactly as described,5,Perfect item. Exactly as described. One of the only places I could find this film as it is quite har
605, Great product and equally fabulous puctures,4,Bought as a gift as it affords great pictures at a competitive price!
606, Damaged Product,1,"The polaroid film cartridge is rusted, causing damage to the films inside. Every single picture came"
607, Not bad quality... nice for the sentimental value,3,These are not bad... the picture quality is good if you follow the directions properly and leave it 
608, It is what it is,5,Exactly what i was looking for 👍🏼
609, Good,5,Very good
610, Best Value,5,Best value I've found for this type of film.
611, Excellent customer service,5,My appliance stopped working and Levoit promptly replaced it.
612, Improved my sleep,2,With a drop of lavender oil it helps me sleep so much better
613," It's nice, but it's a nightmare to get it cleaned",3,"It's nice, but it's a nightmare to get it cleaned"
614, Cools air helps sleep,4,Bought to purify the air but was brilliant at cooling the room in hot weather
615, Smell,2,"The smell is horrible. No matter what essential oil you put in, you can still feel the smell of plas"
616, Enjoying my humidifier,5,"Low noise (was criticalto me), good performance, simple but nice design. Easy to use following the i"
617, It's a wonderful product!!!,5,It was a nice purchase!!!! I am going to buy the air purifier of the same brand soon!!
618, Great purchase,5,This humidifier is great! I use it every night. Also love the light feature. It's the first humidifi
619, Does exactly what it says,5,Easy to use. Easy to clean and works perfectly
620, Brilliant,5,"I bought this a few week ago, love it, use it daily, beneficial for health, better nights sleep. Eve"
621, It didn't work on arrival,1,It didn't work on arrival.
622, Excellent gift,5,My children love harry potter. Great gift
623, Happy child,5,My sister was very happy to receive this hat as she is Harry Potter mad. She loves it and thinks it’
624, Easy to use product good value,5,Great fun for grandchildren into Harry Potter
625, Brilliant,5,"So realistic, mouth moves and voice clear. Bought for grandson’s birthday and he absolutely loves it"
626," Malfunctioned after 4 hrs , couldn’t use so disappointing",1,"Hat looks great, sounds great, stopped working started stuttering first part of one word over and ov"
627," Fun sorting hat, with 15 phrases and movement.",4,I got this for my daughter who is a huge Harry Potter fan and she was delighted by it. It requires 3
628, Best Christmas buy,5,I’m not a H P fan but was fascinated by the Sorting Hat it speaks 2 languages and it’s lips move…
629, It's magic,5,I purchased this for a friends 7 year old son as a birthday gift. He was so excited and the hat did 
630, My granddaughter loves it,5,A bit too heavy
631, Xmas gift,5,It looks good.
632, Great,5,11 year old enjoyed putting this together
633, Bought as present for 7 year old.,4,Good interesting present for 7 yr old.
634, Can't finish model due to design and doesn't look great,2,"After buying and putting together their shuttle model, which was enjoyable and the end model looks g"
635, Basic,3,Not impressed
636, Fast replacement item.,4,I got this Clementoni hypercar a couple of weeks ago and also got the RC police car. On building the
637, Utter dross,2,So many leftovver pieces and parts. A huge waste of plastic. The stickers don't line up. Very basic 
638, Good value and quality,5,"Bought for my grandson, he loves itGood price & quality"
639, Poor quality,1,Products like this one are really useful to build once in a while so you can appreciate how good Leg
640, Grandson loves it,5,"Bought this for my 9 year old grandson. He loves it, loves to see how things work. Will definitely b"
641, Easy to install,5,Excellent product
642, Great,5,Have this above my garage door. It gives a good light when I drive up
643," Lepro Security Lights Outdoor...Nice and slim, very bright.",3,"Lepro Security Lights Outdoor...The light itself is very good, slim and very bright.The downside is,"
644, Broke after 10 months,1,Made in China. Broke after 10 months. Need to get an electrician to refit. Buying these lights from 
645, 100 percent good..,4,"Good,,,"
646, Excellent Quality,5,"This light is very well made, really impressed with the quality, easy to install, very powerful ligh"
647, It doesn’t work…!!,4,This product is useless! Which ever setting I set it to the light only works when I hold my hand com
648, Great product,5,Top seller high quality product
649, Big value on a small item,5,This security light has helped in improving security and an asset when working outside affter dark.
650, Outside PIR light,4,Excellent good illumination smart look energy efficient
651, Good vacume cleaner,5,"Easy to use on the floors and carpets, not so good to empty the dust out."
652, Easily as good as a Dyson for much less cost,5,An excellent hoover. Bought this for my Mum who is elderly and was struggling with a big old panason
653, Vax,4,Does what it says on the box plus a bit more #excellent
654," This product really sucks (in a good way!), expensive battery.",5,Learn how to wash the filters and clean it to restore its ability to change the colour of your carpe
655, Avoid,1,"Ordered the product, got it and it didn't work. It would turn on then after 2 seconds turn itself of"
656, Money well spent,5,Well worth the money
657, Light and easy to use!,5,"Light, easy to use and so much more flexible and versatile than my previous larger cleaner. The prev"
658, Lightweight cleaner,5,Great cleaner on hard floors and carpets. Has a good run time before needing to be recharged
659, Confused!,3,This was a little bit heavier than expected to use. Arm got sore very soon after using on carpets.
660, Battery power,5,The suction control is great and it is easy to clean are really good features. My only complaint is 
661, Nice,5,Color
662, Good for the price and included postage.,4,Love my throw.Its just the right size .Light but cosy and warm.Pretty colour too.
663," They are massive, good vfm",5,"So big, really good vfm"
664, Excellent,5,"Excellent, beautifully soft, light weight, washed gorgeously stayed soft fluffy dried in tumble drye"
665, Does not wash well,1,After washing the blanket it looked really bad. I donated it to the puppy basket. Do not wash it as 
666, Throw,5,Cozy couch throw
667, Lovely Throw,5,Exactly as pictured & described
668, Very small even for single bed.,1,"Small and not very good quality, The size is the main reason, barely fits single bed."
669, So soft,4,I got 2 as throws for my sofas. They were just the right size and so soft but my son has taken one f
670, Soft but ruined after a wash,3,Good for the price but didn't handle a wash very well. Pay more for a better quality or do in a cool
671, Nice gift for a birthday boy,5,"He loves it, nice gift for a birthday boy. Arrived on good timing and excellent service, thank you"
672, Love it,5,My kids love it
673, Bought as a gift,5,Child very happy with toy
674, Wizards love,5,"Oh what fun. The girls we bought it for loved it. The down load of the app, was easier than expected"
675, amazing,5,Really enjoyed for christmas works perfectly
676, Harry Potter Pictionary,4,Basically once you figure out how to get it to stream to your tv via mirroring it’s great for older 
677," Doesn’t work ,",1,"Bought for my daughter for Christmas , wand doesn’t work the top did not turn green soIt was complet"
678, Works well with Apple products,5,It works well with an iPad and Apple tv. We had fun playing with this at Christmas. No lag or connec
679, Fabulous,5,"Great game for the Harry potter enthusiast! Bought for a present, great fun, well impressed"
680," Glitches, awkward to use.",1,Have to hold phone / Tablet your casting then to TV as you draw.Mine draws all be itself.... stupid 
681, Perfect fit,5,Love the colour and fit. Easy to use. No more dripping hair
682, No frizz,5,I love this hair wrap. It left my hair super sleek with no frizz. I wish I had discovered these year
683, Errr not sure about this,1,This is suppose to help with curly hair - don’t be fooled and waste your money it doesn’t work
684, Fit,5,Easy to use and pretty
685, Looks nice but it is very thin and not that Absorbent.,3,I have shoulder length hair and it only just fits into this. I twisted it twice then tried to button
686, Perfect for curls,5,"Used this for over a month now and wouldn’t use anything else, it’s really light weight and really a"
687, Disappointed,1,"Wanted a thin hair towel. This is thin, nice colour but it doesn’t dry hair enough. Used a few times"
688, Best purchase,5,I am a swimming teacher and bought this to dry my hair off when I get out the pool. It’s excellent a
689, Could be better but does the job I bought it for,4,"I bought this in several colours to take to the swimming pool with me. It could be more absorbent, b"
690, The turban for protecting hair,5,I was looking for a turban to protect hair when I apply and remove make up. It is exactly perfect fo
691, Lights,5,Used these under shelving and am pleased with them
692, Great,5,Looks really good
693, Good value and look great around kids bedroom,5,Easy to put up and use
694, Great price,5,Very well made easy to install lots of choices on the remote
695, Very flimsy connections,3,"They are good if you run then without cutting and connecting, if you want to connect them using 4 pi"
696, Delivery on time,5,Dose the job well
697, Led 5mtrs lights,5,Everything very good really pleased will buy again amazing flexibility of use on this set
698, Very nice,5,Very nice and bright.
699, Must have,5,I’ve had these led lights for 2 years (I know writing this review a bit late lol) and moved them ove
700, Led lights,5,Very very good thank you so much...
701, That it is a gift card,5,Bought this for a friend and it was gratefully received.
702, Attractive gift,5,Nice flowery gift card holder. You feel you have sent flowers and a gift all in one.
703, Pretty,5,Ideal for the person who’s difficult to buy for
704, Lovely card,5,"Arrive on time, good for gifting"
705, Personal message requested was not there,3,I asked for words to be added because this was a birthday gift but it came with no words. I did feel
706, That this the most appropriate gift.,5,There is not anything that I disliked about this gift voucher. It was most appropriate for purpose.
707, Great,5,Arrived quickly. You can't go wrong with the gift card if you do not have idea what to buy. I love f
708, Super cute,5,Lovely gift card
709, Very pretty gift voucher,5,Very pretty gift voucher would buy again.
710, Perfect,5,Pretty gift card
711, Disappointing,3,"For years I kept reading how Panasonic were the best, but they were always dearer than most. One yea"
712, It does the job,4,"The instructions are ok but when I try to alter the crust darkness, it does not change. I had a coup"
713, Brilliant!,5,This is a review of the Panasonic basic SD-B2510 Automatic bread maker. We bought it as it was the #
714, Works as expected,5,"Makes good bread. We use the XL setting with medium size bread ingredients, and it comes out huge. N"
715, takes ages,2,"Bought, read instructions, never used. This is my third breadmaker and it was bought following the e"
716, Qlty,5,Great thanks
717, Perfect bread easy to operate,5,Bread making
718, Gluten free = Great!,5,This makes amazing crusty gluten free loaves if you get it right. I do a medium size loaf (500g of f
719, Disappointing bread,2,"We read many reviews that said this machine makes the best bread. So far it has not, despite followi"
720," Easy to use, great bread!",5,Did a lot of research before buying and decided this model (SDB2510) met all our requirements at the
721, Lightweight,5,"A lightweight, compact, easy-to-use vacuum cleaner at a good price. Very satisfied."
722, Powerful suction & lightweight to use.,5,"Highly recommend this Russell Hobbs vacuum cleaner. Very lightweight to use, comes with complete set"
723, Keeps up with the Jones's!,5,"If you want a Dyson but can't afford one, then purchase this. Very good for a small flat, would need"
724, Excellent to use and manage,5,"This vacuum is the best to manoeuvre and lightweight for arthritic hands, am enjoying the ease of us"
725, Vacuum cleaner,5,"Came very quickly, does the job"
726, Very happy so far,5,"Have been using this vacuum for several weeks now and I'm very pleased. Good value for money, no bag"
727, Works fine and value for money,4,"Works fine, you get what you pay for. It's been fine and I have now had it for almost 10 months it w"
728," Very good compact, powerful, easy to clean",5,
729, Poor,2,Poor quality..I dont think it will last very long..on the plus side..easy to empty
730," poor quality, poor suction",1,"I thought that at a fraction of the price of one of the leading brands, even if this didn't last as "
731, Great For The Caravan,5,"We already have an air fryer but wanted a second, smaller and lower wattage one to take with us whil"
732," COSORI Smart Air Fryer Oven Dual Blaze 6.4L, Double Heating Elements",5,I have 2 Cosori Duel Blaze 6.4 Air fryers also a Cosori Air Fryer Oven and I use them all every day 
733, Larger then I thought,4,Very compact nice looking air fryer very good value for money
734, Top notch product,5,"Had a similar air fryer to the cosori a few months back and it died on me , so gave this a try and i"
735, Excellent Product,5,Much easier to use than a standard oven and very pleased with this air fryer. Corsori has excellent 
736, Absolute Game Changer,5,"Having owned one of these for year this really is a phenomenal piece of kit, ever since owning one o"
737, Would definitely recommend,5,"Cost effective, looks good, nice touch screen display and cooks food as well as any oven I’ve used."
738, Goodbye Oven,5,My friend had bought this product and had used it to cook a meal. I was surprised as the crispy but 
739, Game changer,5,"Bought this as an extra Air Fryer, lovely large basket, bottom heating element a game changer, not a"
740, Amazing,5,For the price this is far superior to the more well known brands. It looks good and great performanc
741, It does not work. No Mist,1,
742, It's ok,3,This looks quite nice but is a bit bigger than I expected. It's nicely made and easy to use. It's no
743, Can not smell,2,Not as good as the reviews iv read. Can hardly smell. I actually thought this was a difuser and orde
744, Smell is lovely.,4,The smell is lovely and very quiet. However I keep forgetting to set it at night!
745, the smell is lovely,4,some thing that really works i have trouble sleeping but this item gave me a full nights sleep
746, Didn’t last long,1,"Bought from the Yankee shop and was impressed with the quality but after a month, i noticed it was l"
747, Not what i thought,3,Not what i thought its not constance mist every 5/10 mins
748, Helps me to relax,5,Helps me to relax. Others have said they like and enjoy it.
749, Not worth it. Sort of.,2,I'm giving two parts to this review because it's worth explaining why this product is fundamentally 
750, Does not work,1,Not the best air diffuser. Don’t waste your money
751, Picks up heehaw and just goes to rooms it can be arsed too do,1,Just does what it wants and only picks up very tiny things wasted money
752, I named it Dwp - welsh for dumb,2,"After a year it stopped charging entirely. There was power to the station, but the vacuum wouldn't c"
753, nice little hoover,4,It is a nice addition to a normal vacuum. I have short haired dark carpet and must admit it doesn't 
754, Great for pet hair on a hard floor,5,This is a great cleaner to collect pet hair on a hard floor (which is what I got it for). Can be use
755, Bargain,5,"I didn't know, that I need it, until I got it. Great help, saves time and works very well. Price is "
756," Got stuck multiple times, returned for different model",2,"As this doesn’t have LiDar, it just kept getting stuck. Definitely worth spending a little extra for"
757, It's great on hard floors,4,It doesn't go back to its charging station when it's battery is low. Good on hard floors. Misses som
758, Robot vacuum,5,"Excellent item, looks really good, suction on this little robot is fantastic, I'm really surprised, "
759," Not impressed, it has very weak suction power and non-intelligent logic behind",3,"Not impressed, it has very weak suction power leaving many small dust parts behind. It does not have"
760, Power button fails on multiple devices,1,"The power button failed on 3 of these M210B robot vacuums. Sent 1 back, same thing happened on repla"
761, Very good Midi keyboard.,5,"Good size, good sensetivity or weight of keys. It's light to carry around. Not bad. It's works seaml"
762, Missing items ?,1,"It was missing a cable, manual and software. Looking at the box I suspect it may have been interfere"
763, THEY BREAK.,1,"I've had three of these, four if you count the one I got off ebay. They've all got the same fault. A"
764, Little smaller than expected but perfect for my needs,5,"I’m not a piano player, or a keyboard player. I’m just someone who likes to tinkle and play with Gar"
765, No software,5,All software that comes with product has been discontinued which is disappoiting
766, Love it!,5,Love it!
767," Good device, but you need a USB hub if using it with an iPad.",4,My daughter uses this with her iPad mini. It disconnects every-so-often unless the keyboard is plugg
768, piano,5,it is ok for the low price it is really good
769, Absolutely ideal for music production,5,The keyboard is touch sensitive which is great and better than expected. Could do with a few more ke
770, Still works,5,The M-Audio Keystation 49 MK3 is a fantastic USB MIDI keyboard controller that offers an exceptional
771, Great kettle,5,Looks good and boils quickly. Very pleased.
772, A colourful and basic toaster!,5,Very simple and colourful toaster. Looks good and it works!
773, just what we needed,5,nice colour
774, good value for money,5,This kettle looks like a more expensive one but at a fraction of the price. Great!!!!
775, Nice set,4,It was a gift but I’m happy with it.Looks stylish in the black with my other kitchen stuff
776, Plasticy,2,Bought to replace my 4 slice as was broken. Small compact but honestly a bit cheap looking as the su
777, Good toaster,5,"Lovely colour. This is an ideal toaster, does what it says on the box."
778, Best thing since sliced bread,5,"The variable thickness works work, someday you just need a hot butter crumpet. Temperature controls "
779, Flimsy cheap rubbish,1,Terrible
780, Great kettle.,5,"This review is for the kettle that matches the toaster, review. I'm only getting the toaster picture"
781, Is what it is,5,Not fluffy but perfect for what we needed it for in my opinion I'd buy again if needed I bought 3 fo
782, Ok,5,Ok
783, Awful material,1,Loved the idea of this quilt coverThe material is very silky and quilt moves around in itMy grandson
784, Minecraft,3,This bedding set is made from a nylon fabric which is slippery and would make you sweat at night. No
785, Beautiful,5,Love it
786, Value for money,5,Very nice my Grandson loved this
787, Not very good old pleat curtains,1,Curtains are old pleat ones with no hooks
788, Useless,1,Once it’s on your duvet within seconds it’s back out the corners again! I get its not cotton but I d
789, Nice Soft material - Great Design,5,Kid loves it
790, Good,5,It was a gift for my grandson and he like Minecraft.
791, Best present,5,"My 7year old love it, but they can hook on the games. If you don’t want them to play video games don"
792, Really good,5,bought for my son who loves taking photos
793, Great present for my 5year old nephew,5,Great gadget for my little nephew. Sturdy and printable pictures are a great features.
794, Looks great,4,"Present for grandson, not seen by myself."
795, Great camera,5,It isn’t the camera I wanted to buy to replace the lost original one but my son loves this camera. H
796, 6 months on neither works!,1,I bought these for my twin sons. They have been used intermittently since Christmas.They wanted to t
797, Great!,5,Bought this for my son and it has been amazing. Great for his creativity with the photos and videos 
798, Excellent product,5,A joyful product for a five year old. Opens their eyes to see the world through a different lens. A 
799, This takes black pictures,1,No flash in this camera don’t bother because you be only able to use is outside
800, Fits the camera well,4,Great little selection of paper rolls for the camera.it also includes stickers which are fun to use.
801, Far too expensive but…,5,"It really works for me personally, I love this pillow. Much better sleep every night but too expensi"
802, Brilliant,5,"I have a Tempur cloud pillow, which is great, but on occasion too firm for my neck (I have cervical "
803, Poor,1,"Bought these on Prime Day sale, still not worth even close to what was paid! They offer no support, "
804, Not good for side sleepers,2,Head ends up in a flat pit in the middle not enough filling by a long wayHad to order more just beca
805, Cooling,4,"I Bought this for my daughter who was suffering from hot flushes, she said she didn’t notice it bein"
806, Not worth the money,2,"Not worth the money, the pillow is too soft so the hight of it doesnt matter. No neck support whatso"
807," So far, so good",5,I like medium pillow with good support but one that feels soft under my head. I think thats a bit 'p
808, Great comfort and it's adjustable - keep an eye on the sales,4,Still unsure if the recommendation is to use a pillow case or not. But with a pillowcase it is very 
809," yes, it really works",5,This is an expensive pillow but the claim that it reduces body temperature is apparently true!
810, MAGIC!,5,"Honestly I was waking every morning with neck pain or a 'crick' in my neck, I thought over £80 for a"
811," Awesome colour, best bath bombs we've used",5,"Got these for my kids 4th birthday. Very good colouration of the bath, we used the purple one (mercu"
812, Great for kids,4,My grandson loved not only the bath bomb effect but the informative cards on each planet. Great fun
813, Good gift,5,A good gift for any young space fan who likes a bath bomb
814, Brilliant. Highly recommended.,5,Plays happily in the bath until water goes 🥶.
815, Kids just loved it!,5,Kids loved it and had such a laugh. Would buy again!
816, Grandson loved them,5,"Purchased for my grandson, he loved them."
817, Fun bath bombs,5,We all loved these. Kids liked them in the bath and we all loved reading the facts about the planets
818, Great fun and educational,5,Got these for my son to help him learn the planets as that’s his topic in school at the moment and i
819, First time,5,Normally buy bath bombs from Lush but did not have time this week.Tried these and very impressed wit
820, Great,5,Smell nice
821, Ninja wok,5,It is true non stick and nice to cook with.
822, Usual Ninja Quality and Performance,5,"Arrived well packaged, was impressed with the fitting of the lid. Have cooked using it a few times i"
823, Love ninja,5,"Such a good pan, nothing sticks, cleans super easily and you don't need much oil at all. We have lot"
824, Brilliant,5,"I’m fussy, best pain I’ve had."
825, Perfect,5,Well worth the money this is another level of non stick cooking without the poison chemicals of tefl
826, It does what it says..,5,"Love ninja, easy to clean and just overall fantastic."
827, Is good quality,5,For easy cooking easy use
828, Great non-stick pan,5,"As all ninja products, It is very good"
829, Last about 9 month,1,The non-stick coat break in 9 month with normal usage.
830, Started peeling,1,Peeling after a couple months use.
831, Very nice,5,So beautiful !Love them very much
832, Just the right size,5,Perfect for making espresso on leva espresso machine. Just right size and feel good quality.Actually
833, Mugs,5,Great brand/quality at a reasonable price.
834, Expresso,5,Always remember to check the size of the mugs - these look great but are the smaller size
835, Perfect for coffee,5,"I really like drinking out of these mugs, which also look great. They feel solid and sturdy and are "
836, Superb,5,Goes well with my new kitchen and my new Cafatiere.
837, Beautiful,5,They give me a pick me up!! I chose most fitting colour for the day! And the seem surprisingly study
838," Great Quality, solid and Look Nice",5,"Not cheap but they look great, nice and solid and good colours"
839, Bought as a House warming gift,5,"Bought as a gift, but loved it to the point of getting myself a set. I would highly recommend"
840, Don't Buy as a Gift,1,The mugs arrived covered in tape and wholly unusable as a gift set.
841, Very simple,5,Bought for partially sighted 94 year old. Very simple with 3 preset stations available. Buttons are 
842, Not up to Roberts normal high standard,1,This radio has ceased to work despite renewing batteries twice and keeping it on a shelf without mov
843, roberts radio pros and cons,5,"very good value for money. the only ""gripe"" i have got is that i find it hard to see the the station"
844, nice radio,5,as I have had the same radio before I find that the quality of this product is very good the only do
845, Radio,3,Tidy radio but tuning to severe
846, Roberts radio,5,I accidentally ordered the wrong colour I wanted a silver one but ordered a white one. It's fine tho
847, Wanted a good portable radio,1,When recieved did t work ordered replacement was exactly the same
848, It is PERFECT! Thank you xxxxxxx,5,I am thrilled with it. xxxx
849, Bought as gift. Excellent radio. Good sound.,5,Bought for mum. My radio is Roberts. I like the brand.
850, Excellent,5,"Brilliant, good quality and excellent sound."
851, Love this!,5,Bought this for my husband who absolutely loved it. He is an excellent painter and really enjoying d
852, A lovely Harry Potter themed plant growing set,5,The Clementoni 19248 Terrarium with a Harry Potter theme is a magical gift for young wizards and wit
853," It’s okay, a bit of fun",3,Bought for my daughter who loves Harry Potter and anything crafty. The advertising picture is quite 
854, Fantastic quality,5,"Having purchased a few different ‘garden’ type sets for my kids previously, this is easily the best "
855, Good craft activity.,5,Good fun to make. Enjoyed putting it all together and decorating.*Be aware that you'll have to make 
856, Great,4,I got this for my boyfriend for his birthday and he loves it. Only thing is the hut just soaks up th
857, Good item,5,Great item
858, So cute,5,"Bought for myself an adult and it was so cute to do, easy to make, I did use a sharpie to get more o"
859, Step daughter loves it,5,Perfect little gift if you want to get them into plants! Good value also
860, Absolutely miniscule,2,"Very, very small.Box is deceptive"
861, Wow!,5,"Glass jar is a bit heavy, but you get used to it, but honestly who cares as it’s top notch and makes"
862, Wonderful bit of kit,5,"Absolutely delighted after several months of use. Extremely well built, some may find the jug heavy."
863, Quality product,5,"Haven’t used it a lot yet but makes perfect smooth tomato soup, also made good blackberry jam"
864, Crack after heating soup,3,Bought product 5 months ago and it’s devoloped a crack after heating up soup hence it’s become fault
865, Quality item,5,"Great item! Compact, quality item which has done a great job so far making heated soups. The self cl"
866, Game changer,5,Absolutely brilliant love it makes perfect soups I just need to sort out what I want to make. Great 
867, Excellent. Worth the price.,5,Makes beautiful soups. Fast. Great when it's cold and miserable outside and you need comfort food. H
868, Probably brilliant but weight!,3,"No doubt extremely capable blender, but weight of unit and even the separate jug, means elderly or d"
869, Ordered new but got used,1,No protective plastic covering on the machine front panel either.
870, The glass jug is VERY heavy,3,I should have listened to advice. The jug IS VERY HEAVE. If your sink is not close by then my advice
871, Great balls,5,Great balls and lose these as easily as other makes - cheap enough to replace.
872, Top balls,5,Good price Good balls
873, Love these golf balls.,5,These balls especially in yellow are in my opinion ideal for the sightly higher handicap player. Eas
874, Great balls,5,I like these. Great quality. Good and reassuring feel on drives and putting.
875, Good value,5,Good medium range golf ball
876, Improve delivery service,5,Product is fine but whatever happened to delivery drivers actually knocking your door and handing a 
877, Mid Range,5,"Excellent ball, if your struggling a little and losing premium balls, put these in play excellent qu"
878, Quality,5,Tietliest what more to say
879, Great balls...lost them all,5,Glad these balls were a decent price because I lost them all quicker than it took for them to be del
880, One hit wonder,5,Great balls. But no different from any other golf ball I've owned. They only last for 1 hit. So I'm 
881, Does exactly what you need it to do,5,This just works!
882, Says what it does,5,This help me fix my 3 broken hdmi and replace it
883, Comes with a Channel Splitter.,5,I added a Roku streamer to my blu ray and TV set-up so needed an extra HDMI socket. Each HDMI can be
884, Doesn't work with fire stick,1,"Switches some things but not fire stick, just shows a flashing screen. Product page directs to UGree"
885, Works well,5,Good switcher does what it says. You do need to be a bit patient between switching ports. But I thin
886, Good but could be better!,4,"The main issue I have with this is the fact whatever HDMI number you choose to turn on, all attached"
887, Best,5,Best qualityNot a tech guy but 3 input to display on 1 screen. Will NOT DISPLAY all screens at the s
888, No 2160,4,Not 2160 compatible
889, Didn't work,2,I purchased this after reading reviews and because i was fed up of having to get up and change the h
